age,income,credit_score,loan_amount,employment_length,debt_to_income,num_credit_lines,gender,race,approved
19,53623,311,22509,11,0.11501093682809782,19,0,2,0
18,55634,494,73653,9,0.6948207298717207,3,1,1,0
64,195674,789,41929,10,0.4415472888798304,17,1,1,1
22,134598,481,53291,6,0.9449847855558431,6,1,1,0
37,69334,615,9042,8,0.1416113506178993,14,0,1,0
28,88648,329,67574,5,0.642833390815738,5,1,0,0
59,42054,395,42201,18,0.38198004546294595,15,0,3,0
19,90028,680,97282,15,0.9568146705908778,19,1,2,1
20,42207,743,19016,29,0.32997489529027646,7,0,0,1
40,101554,597,30022,14,0.9621859094918002,15,0,2,0
29,172458,660,32938,6,0.9014858511007491,15,1,2,1
37,103276,673,48678,15,0.27038323531065633,2,0,0,1
22,72781,602,66720,4,0.8035417768264277,16,0,1,0
54,195271,720,61805,15,0.995604201803506,8,0,0,1
55,81035,545,79323,0,0.25266300217128235,2,0,2,0
47,28210,536,6986,18,0.43677716932331967,19,0,2,0
26,64363,833,81478,4,0.5201807365667597,6,1,1,1
51,98279,484,87994,6,0.2949311358038643,17,1,0,1
61,173504,767,17161,18,0.01526483964602976,11,0,3,1
52,154393,662,25689,21,0.22012924419752666,18,1,2,1
69,101348,582,99699,4,0.28193688434175845,15,0,0,1
39,188455,635,65924,28,0.44359970131818716,16,0,1,1
61,133816,461,79308,16,0.17110247841340187,19,1,1,1
41,143053,459,68745,25,0.8732543566916726,14,0,3,0
34,186892,773,6211,21,0.7049111327313361,0,0,2,1
27,86262,621,5229,29,0.08520047755966198,1,0,3,1
47,154832,311,53542,7,0.6500924511399314,7,1,3,0
63,173262,723,19345,28,0.6536564764056204,1,1,3,1
40,87411,372,36819,28,0.9562211736436277,18,0,3,0
49,43377,500,52779,0,0.0030208713561612477,8,0,1,0
34,197809,821,87421,1,0.2479324498058072,8,0,2,1
67,58211,804,97244,29,0.9277914793753155,12,0,3,1
68,23744,338,70584,14,0.932133915398283,5,0,2,0
34,44995,359,24950,19,0.7205864193706374,14,1,1,0
31,168049,620,20173,27,0.76576332104754,18,1,1,1
26,54542,734,63032,17,0.09148295792964711,14,1,0,1
57,30651,707,33036,10,0.5138758347782336,17,1,0,0
19,119239,685,76356,24,0.2315829912889994,6,0,2,1
62,98931,377,19292,9,0.18121804361361726,10,0,0,0
42,122112,493,8052,23,0.8103032991233325,7,1,3,0
56,36715,584,49377,23,0.13503813668054743,5,1,2,0
26,195481,826,94317,3,0.46865163699638523,7,0,1,1
39,175378,823,72838,4,0.938578239586033,1,1,1,1
60,170158,455,72819,3,0.18583205556534255,18,0,3,1
63,165448,639,20620,12,0.9779934237382346,15,0,0,0
21,81350,424,35461,24,0.994287985761059,6,0,2,0
43,91425,579,25750,12,0.5556171546824029,9,1,2,0
46,187708,427,93719,17,0.17014274017715791,11,1,3,1
62,106120,613,14472,28,0.31610488794089564,16,1,0,0
51,134889,631,74263,26,0.42449283267653515,6,1,2,1
40,185682,449,62602,23,0.30932422435822293,7,1,3,1
54,161130,753,30523,1,0.2806355798765158,6,0,2,1
28,94637,335,35766,15,0.9722297092163575,3,1,1,0
23,90194,719,71060,0,0.15336482741574564,2,0,2,0
35,96917,321,14079,25,0.7333279087168623,18,0,2,0
38,84200,505,13399,18,0.00041028943917487126,14,0,2,0
59,125848,655,65726,8,0.5961826694023769,3,1,0,0
53,126022,739,97906,27,0.9159430039540524,8,1,0,1
58,197691,395,21532,2,0.287934094093219,12,1,3,0
55,168226,463,87357,24,0.1855259752577192,17,1,0,1
51,170611,447,48162,6,0.651679794878427,15,1,2,1
34,80058,829,8749,28,0.7126014072983932,0,1,2,1
54,82068,593,16353,9,0.6880305189519813,3,1,0,1
42,119932,494,33477,0,0.31931688002137404,17,1,0,0
55,181445,779,29570,9,0.2522024021593309,7,0,2,1
29,184226,422,91373,20,0.9559187999620442,19,1,2,0
40,157103,699,16437,8,0.9232995082699295,15,0,1,1
59,42785,751,43104,27,0.4573166098928203,10,0,3,1
39,179741,403,68370,14,0.8461938661543734,19,0,0,0
38,114475,761,9551,14,0.45232347763429603,18,0,3,1
44,22282,695,73359,2,0.4243890180725104,18,1,2,0
48,185696,636,59880,24,0.15676294759929466,17,1,3,1
23,199510,441,17916,4,0.42640605649197283,18,0,0,0
44,87534,616,85703,8,0.537416938599807,10,0,0,0
57,182777,826,46445,25,0.022504327428686466,2,0,3,1
51,189316,700,52636,21,0.4441130051754064,7,1,0,1
29,94964,609,78927,8,0.7813562183952003,19,0,1,0
62,188509,794,83194,22,0.6800460563742698,18,0,2,1
24,139006,408,34685,6,0.635156988863935,9,1,2,0
27,70583,671,56134,23,0.9095554284372025,15,0,0,0
62,58392,505,93916,22,0.01803200982523001,4,1,2,1
34,27461,342,99455,11,0.5570475861922342,19,1,1,0
43,120123,544,72847,24,0.7873488484097071,8,0,0,1
38,30516,586,44993,26,0.5413353827012672,7,0,1,0
45,168586,654,49333,8,0.32389555258037916,10,0,1,1
63,141251,775,63865,5,0.13625056509197786,15,1,2,1
19,187340,382,84096,22,0.8875630718161913,6,1,2,0
60,187860,409,54756,1,0.470762392387603,14,1,3,0
18,82493,489,66192,8,0.8781151969857014,19,0,1,0
68,56027,550,65686,27,0.5858521224331683,16,0,2,1
53,113547,590,53733,28,0.6741921166150008,5,0,1,0
68,193921,500,30993,16,0.80426115437845,14,0,3,1
43,120127,625,35492,0,0.6591555446001344,7,0,1,0
46,168930,810,25981,18,0.3980548406789377,6,0,0,1
38,99003,708,29143,27,0.513633383928651,1,1,3,1
28,59758,807,82603,5,0.8030455246758799,12,1,3,0
57,74312,371,94452,4,0.3736502963729842,5,1,1,1
28,88670,546,65277,1,0.3881214567684971,4,0,1,0
53,102279,643,54990,8,0.09569011605800115,19,1,2,1
66,35434,353,67888,29,0.9145844352217477,0,1,0,0
56,198847,827,74351,28,0.09103631494544173,17,1,3,1
57,95769,831,54999,25,0.6482091774485559,14,0,3,1
52,86677,492,75309,13,0.4131944788027977,9,0,3,0
51,103555,357,17446,3,0.40561939025544236,2,1,2,0
64,148379,736,35733,3,0.6795518365726839,4,0,0,1
41,196806,410,81000,20,0.06709373262987872,12,0,3,1
39,121665,428,53632,14,0.5937057829514346,7,0,3,1
22,191675,625,26576,7,0.7720317859723548,1,0,2,1
50,88803,307,8320,25,0.8282127578865942,8,1,1,0
53,190404,328,15750,3,0.1705303893937753,16,0,3,1
64,111703,411,58463,15,0.8974190500781737,17,1,0,0
37,41312,430,31572,20,0.6561460918474422,12,1,0,0
36,195251,487,22948,27,0.8818548008206828,0,0,0,1
52,137961,774,43826,3,0.48528071711019827,11,0,0,1
69,60379,663,94051,29,0.542033345097202,19,0,2,0
60,37297,503,32867,15,0.9190382770286711,19,1,3,0
34,22011,511,65231,21,0.8999095433546718,4,1,2,0
62,140234,575,71262,11,0.448160873369002,7,1,0,0
60,64014,372,96356,15,0.27441263163568175,14,1,0,0
51,162810,542,77233,18,0.39317043456426415,2,1,0,1
26,114333,401,49678,7,0.38776432852974974,5,1,2,0
43,198570,470,17963,5,0.28686687498279395,12,1,0,0
19,31120,487,69360,9,0.26857960433296657,11,0,3,0
26,159839,740,54434,4,0.8610629364797194,18,1,0,1
26,42852,385,71617,28,0.06986192068466168,17,1,3,0
57,99239,775,25269,17,0.6776111820995941,0,1,3,1
34,152001,351,81312,9,0.1728200514564523,6,1,0,1
18,111575,410,84732,9,0.34450589339406323,11,0,2,0
42,115040,342,86494,6,0.06154303413483686,9,1,1,1
60,168510,510,93905,17,0.26997363685546205,11,1,1,1
57,199587,499,82225,0,0.7684210711172421,10,0,3,0
59,25744,325,87867,6,0.8850153245472586,3,0,2,0
42,193489,598,42528,20,0.22152715190236705,18,1,1,1
56,158141,376,83972,0,0.46354783925892185,5,1,0,0
52,62359,436,70602,14,0.4703240479372064,8,1,0,1
20,170871,319,95748,3,0.8735753057597342,19,1,3,0
67,118746,739,38332,27,0.7627990528758054,9,1,2,1
54,140906,510,95937,28,0.5130772183680499,4,1,2,1
61,27597,734,83929,19,0.6707472004717734,12,0,1,1
61,67093,506,74206,9,0.8473550539093668,8,0,1,0
68,188298,738,96137,22,0.009538954025544943,1,1,0,1
47,134650,341,7251,8,0.4028900310500486,17,1,3,0
55,177489,710,50717,1,0.9072431672770787,0,1,2,1
51,169765,822,32027,27,0.7403130308439514,11,0,1,1
29,140956,726,91551,13,0.5428413743340746,9,1,1,1
36,135598,574,14583,15,0.5296445270351334,1,0,3,0
54,153241,747,55387,0,0.3477700976044378,8,0,3,1
61,173124,668,28104,1,0.5205205336415145,1,1,0,1
66,28036,519,17224,6,0.6553831994634532,13,0,3,0
34,51778,531,65624,28,0.4183630384287931,10,1,0,0
27,178806,627,61058,9,0.714153146392174,10,0,0,1
66,174245,742,34299,21,0.8612322272603858,16,1,3,1
64,181475,351,83572,19,0.15468484818486117,3,1,3,1
29,157416,675,90469,0,0.4515470228174244,12,0,3,1
33,38800,562,82928,12,0.4080200912850811,6,0,3,0
41,45372,566,78474,0,0.6874648040497281,15,0,3,0
36,81516,658,9141,4,0.24986746525792936,0,1,0,1
25,40538,616,28350,15,0.6402509149522763,12,0,1,0
48,83918,623,80082,14,0.877489241731488,0,0,2,0
38,166045,720,75871,16,0.4181315997936227,10,1,2,1
34,91155,345,10077,27,0.91101569997922,5,1,0,0
40,79500,568,51015,22,0.9931637389334784,19,0,0,0
54,187647,680,76147,15,0.10609204994795207,2,0,1,1
33,193333,417,64180,12,0.23305318798485863,11,0,3,1
23,130659,415,45857,10,0.9503797514820932,4,1,0,0
25,47716,559,64840,16,0.9583276864813868,8,1,2,0
42,154308,374,64902,16,0.0977072753867585,11,0,3,1
35,166920,779,10577,1,0.014998500377136681,9,1,0,1
42,22352,604,25002,12,0.16110002325642225,18,0,3,1
29,153004,306,55711,13,0.9960127833822483,4,0,2,0
32,96449,665,44451,10,0.17999961661068686,4,1,3,1
43,28556,822,54103,27,0.5025476067220231,8,0,0,1
58,106836,647,33647,9,0.848417726430511,19,0,0,0
62,156570,737,39831,2,0.02040161068820634,16,1,2,1
43,70098,514,71830,28,0.6044889822584595,9,0,1,0
64,132169,728,85632,26,0.2770254488696243,0,0,1,1
49,160641,797,41833,16,0.8623349164397316,15,1,3,1
27,146060,839,97864,14,0.28346114926407917,14,0,0,1
33,150544,666,29398,8,0.6867557202819089,16,0,0,1
24,20340,612,66554,9,0.6742196324473969,19,1,2,0
34,195021,837,55755,7,0.22149354885964,12,1,2,1
40,102302,353,22706,20,0.03479919986835012,0,1,0,0
43,20138,840,27340,12,0.4092495737853973,7,0,2,1
38,151430,766,69994,26,0.2891931519658697,4,1,1,1
39,139619,463,68884,17,0.8089777496137086,5,0,1,0
24,105376,633,89361,4,0.8003641884553453,19,1,3,1
31,119931,846,22482,5,0.4570239521926255,13,0,2,1
32,181726,647,59225,29,0.6065122253232189,10,0,3,1
24,176951,572,63849,16,0.6042595159869252,5,1,2,1
26,101532,713,79854,10,0.8271581484276234,10,0,2,0
68,75778,799,46256,19,0.4250024141231975,12,0,1,1
65,57772,392,86110,15,0.2754466797905091,11,1,0,0
25,78478,378,19650,8,0.26503491814054747,1,0,2,0
67,46762,516,51118,1,0.5361922792822041,2,0,2,0
40,164355,657,33930,4,0.44914820273221256,3,0,2,1
46,190492,806,90707,0,0.4401207709849362,16,1,0,1
35,75568,480,16801,3,0.09113733908970723,5,1,3,0
48,105090,545,56360,3,0.7186037406901956,6,1,3,1
47,40219,543,92908,21,0.2137366879819107,14,1,2,0
69,77169,805,21559,25,0.19695363020872136,10,1,2,1
56,94965,721,37334,24,0.41275832027739345,2,1,3,1
52,197912,619,18288,2,0.22777834161780142,5,1,3,1
35,195767,386,27398,8,0.5838582673080154,1,1,1,0
59,104754,516,81230,21,0.3714633393344715,13,0,2,1
56,97988,789,17191,22,0.4489117225927901,8,0,3,1
34,170023,818,23051,11,0.5371693216040289,17,0,1,1
31,152379,577,66715,9,0.20353552248180484,18,0,0,1
48,100388,468,15737,1,0.1557516228655298,11,1,2,0
41,110768,629,70140,10,0.8804219028736048,12,0,3,1
52,55428,740,30251,9,0.43372370283142103,11,0,2,1
61,112021,690,55975,29,0.41209360963253916,11,0,1,1
62,138418,795,10147,21,0.03561215027284148,17,0,3,1
51,190047,680,55508,5,0.4979763025873932,8,0,0,1
20,152212,605,57224,17,0.5541697216110001,16,1,0,0
54,175914,812,24643,1,0.5588408709546665,15,1,1,1
60,46421,487,43967,29,0.7070311693228843,16,0,0,0
57,21708,815,45733,1,0.17748183499101178,7,0,0,0
43,154702,726,89003,9,0.2522231342306188,10,0,0,1
40,170667,801,39808,15,0.8107304652304127,1,0,0,1
61,96021,559,72288,11,0.947170616843394,7,1,0,0
56,179380,812,63959,0,0.13593274736732064,11,0,0,1
32,64789,370,6849,20,0.4976495545052182,0,1,0,0
66,46086,777,73178,7,0.21417625273958685,12,0,3,1
21,36859,477,72136,15,0.06007316835498244,16,1,0,0
46,27684,756,65740,17,0.3255033381261354,13,1,3,1
39,111088,488,91322,12,0.14368762518421274,13,1,2,1
42,152279,590,49565,14,0.7099330734342463,15,0,1,1
30,66099,819,25183,20,0.5337254136714444,16,0,0,1
35,86093,591,6132,11,0.14383447099031088,5,1,1,0
50,180761,582,43259,7,0.009241588405514367,6,0,0,1
33,68651,843,68668,9,0.8081570490242127,0,0,3,1
62,33893,676,43563,13,0.17619440616424753,14,1,0,0
59,86418,455,97227,4,0.606216642220766,19,0,2,0
61,145074,807,15931,17,0.33692191307674557,17,1,1,1
19,123065,712,78169,18,0.5854859383150356,12,0,1,1
52,150351,827,55639,14,0.315653626982324,1,0,2,1
59,58635,654,63901,5,0.08693956069225417,18,1,3,1
51,115071,486,6044,26,0.2229500085577536,14,1,3,0
47,98518,330,51691,10,0.1880585664790756,11,1,2,0
30,126233,559,29363,20,0.42801935243964384,14,1,1,1
30,123651,720,51694,10,0.6582837834261573,17,0,0,1
35,92805,828,6582,19,0.26380607494635755,13,0,3,1
49,179136,603,84910,19,0.012069935300617951,5,0,0,1
49,142813,338,71844,20,0.5189373642647569,11,1,1,0
52,99063,788,26301,17,0.6057594893589721,19,0,0,1
56,22454,841,79329,24,0.9628704940018097,5,0,2,0
63,40878,577,6620,17,0.5894708030932468,8,0,3,0
69,164063,502,67224,9,0.47117255937814184,3,1,3,1
46,88344,365,61655,1,0.5734016258977038,16,1,2,0
66,124946,407,42534,25,0.927900629862027,1,0,2,0
46,56593,567,44390,29,0.8283781456016462,15,0,3,0
61,56304,521,76629,8,0.322978733363808,13,1,3,0
33,181458,829,60856,13,0.23725436365713726,7,1,3,1
61,133613,389,54252,18,0.26263361236607363,13,1,1,0
64,172155,554,60809,9,0.504421039715213,1,1,1,1
27,38354,754,27259,22,0.7440494512285778,15,0,1,0
47,42190,552,25655,3,0.5032192071829621,3,1,0,0
42,26142,556,38005,28,0.06779639582811259,0,0,1,0
56,179470,682,36629,28,0.7235807004399809,19,1,3,1
37,61862,741,28610,5,0.8059701286709539,13,0,1,0
22,170575,389,62184,13,0.28949786511971964,7,0,3,1
18,145438,689,26602,3,0.6641257392833504,2,1,2,1
47,68456,343,90945,25,0.4265919010543934,4,0,0,0
66,120167,318,16110,14,0.8891193557274428,5,0,0,0
20,102035,400,11073,15,0.8452255581607399,7,0,2,0
62,28016,656,85818,6,0.5254319983096423,5,1,3,0
31,22384,841,15195,16,0.6915055458135945,5,1,0,0
47,166144,332,6537,18,0.883349701022104,3,1,1,0
67,122239,528,22138,28,0.4957170100782755,6,0,3,1
21,131431,823,49328,18,0.31325074048882195,18,0,0,1
35,100018,454,51202,16,0.7536661379095813,6,0,2,0
54,60510,722,45164,5,0.22006625478469177,2,0,3,1
42,41826,545,94743,28,0.38853114800604205,7,1,0,0
65,88026,704,59659,10,0.8657272371067937,0,0,2,1
18,141668,840,91155,15,0.7244223402693151,0,0,3,1
63,176590,460,54692,29,0.40381100524749924,13,0,1,1
32,44045,416,29845,24,0.2147445024083574,5,1,3,0
26,110102,570,94846,7,0.3559683908322365,9,0,1,1
32,71919,786,35562,10,0.284104149227433,13,1,3,1
66,119441,471,33036,6,0.17608928794385392,3,1,2,1
41,178175,573,65752,25,0.7433329135656567,5,0,1,1
21,187260,558,79233,23,0.2520698868501715,15,0,1,0
29,156917,434,88049,21,0.4541674701677638,0,0,3,0
54,187746,721,73681,24,0.38585944683610907,5,0,0,1
54,138325,720,32818,18,0.9820773786356308,8,1,1,1
60,39337,485,35544,25,0.3910922441482205,14,1,3,0
23,173385,663,67532,9,0.0799824827967548,11,1,2,1
56,178015,677,83636,8,0.08982575257208403,2,1,3,1
63,97949,822,62705,3,0.5907537213530648,10,1,3,1
41,20276,495,25104,22,0.5993635517382656,14,1,1,0
28,71151,397,74603,14,0.41875899048265497,2,1,0,0
30,168683,321,64025,12,0.4318436923120297,13,1,2,0
51,163016,749,37317,24,0.05393258284087121,1,1,1,1
42,72887,471,36416,1,0.5165465103892622,3,1,1,0
24,101442,682,47012,1,0.5047394753803517,18,0,1,1
69,69847,433,73045,15,0.14954931855694453,11,0,2,1
21,78653,725,26400,8,0.10383938611092758,1,0,0,1
25,76622,324,53270,27,0.12357249059949049,16,1,2,0
37,47810,802,77069,12,0.10102824649125852,2,0,2,1
46,97842,484,54833,2,0.6097081955367598,9,1,0,0
68,142225,384,68644,8,0.19648265240291862,15,1,2,0
62,30503,443,85206,12,0.25143015218746345,8,0,3,0
63,104761,711,74468,20,0.17357214415143973,10,1,2,1
27,188048,523,64473,21,0.9578353044485031,14,0,1,1
60,146439,519,50809,1,0.8546174631518354,2,1,2,1
51,31590,478,43328,7,0.23049483735152088,15,1,1,0
43,161958,732,41784,26,0.327566293922126,11,0,2,1
58,163938,564,28723,8,0.20989284230499716,4,0,1,1
66,86624,728,65646,15,0.49187595946082374,6,0,1,1
20,183864,715,71255,1,0.019610532474253595,8,0,1,1
23,160836,752,5074,5,0.6713680088967957,17,0,0,1
22,140356,496,31498,21,0.5231581498176416,7,0,2,1
22,62727,352,70522,7,0.8986389283011033,11,1,2,0
64,98471,779,25541,25,0.16439268432841414,19,1,3,1
40,28068,742,50929,27,0.8041092460611317,1,1,3,0
66,136923,629,31028,4,0.7919610144667157,9,1,3,0
26,158367,550,34545,8,0.12718118921688693,18,0,2,1
52,192232,422,84569,0,0.3985592241441276,8,1,0,0
37,31390,686,36673,8,0.1701526411445169,7,1,1,0
66,126752,638,35974,9,0.2547205004575489,0,0,2,1
59,171203,647,63899,22,0.26324617483054435,5,1,0,1
52,114754,328,28097,3,0.5562363940257727,11,0,0,0
67,95969,334,98144,2,0.4114109317604655,18,0,2,0
35,166110,817,69824,29,0.9477328040063053,16,0,1,1
34,97064,695,28525,9,0.12637014194700513,1,1,0,1
41,41281,593,62804,14,0.9736921348501988,10,0,2,0
20,74189,648,20043,10,0.23063864021426395,17,1,1,0
49,68511,446,46846,13,0.7728739363818531,10,1,3,0
52,142115,366,82261,5,0.3389699261728214,17,1,0,0
55,28605,819,55227,11,0.1430813954173139,7,0,0,1
30,120318,421,58028,12,0.8578891852462399,14,0,2,0
64,152453,639,42383,16,0.3088608992364632,8,0,2,1
42,39810,474,34483,15,0.6588554042268422,14,1,1,0
26,175394,750,12265,2,0.5664436850866266,6,1,3,1
21,61869,435,27763,1,0.4717563093908743,19,0,3,0
31,52955,315,80652,10,0.4958194726485391,12,1,2,0
54,81388,632,20733,28,0.7322379140922876,12,0,2,0
51,30207,494,96038,8,0.08777291412344057,0,0,1,0
28,179292,795,42420,2,0.6681806619579052,19,1,2,1
58,42031,308,14247,28,0.8958121013985787,3,1,1,0
20,100807,633,28840,17,0.05778819701986415,3,0,1,1
45,91312,632,70149,19,0.14065333923366674,3,1,3,1
46,79766,626,26058,14,0.7166319367020314,12,0,1,1
26,163521,314,39929,13,0.43728164824461757,1,0,3,0
20,109833,525,89171,1,0.40354862081368836,14,1,3,0
42,131041,724,96164,16,0.13696663454423585,3,0,3,1
51,136185,707,36362,21,0.5067700407177881,5,1,2,1
29,197164,412,91489,25,0.12654531119637724,2,0,3,1
59,30350,727,89664,7,0.4766204563105404,6,1,1,0
26,120859,300,52356,9,0.7636152989616567,5,1,2,0
32,88487,565,82597,25,0.2582643578871635,2,0,1,1
57,168694,790,11041,17,0.4807861681797273,3,1,2,1
42,143853,507,83209,29,0.9920159693968357,9,1,1,0
22,73117,668,66954,24,0.6866504233540373,8,0,0,1
28,121084,605,66869,28,0.8413567713051986,5,1,0,0
51,43782,311,26059,18,0.41484760656054576,19,0,0,0
41,48454,644,49722,7,0.7678609231258553,10,1,1,0
32,87904,764,22548,27,0.040509172941321836,6,0,2,1
55,149936,793,20078,7,0.12291118254224498,17,0,3,1
25,166664,667,10419,2,0.20307059292006213,3,0,3,1
22,173245,719,40490,2,0.40195192461521956,4,0,1,1
65,184276,470,81086,11,0.8457448783257632,3,1,1,0
43,186668,433,63760,21,0.3462660507879305,3,0,1,1
35,185396,726,35337,16,0.6546211935154629,12,1,1,1
23,142258,324,6468,3,0.7093142948034834,15,0,3,0
54,131668,829,29309,16,0.5861823540883414,13,1,2,1
65,144184,489,71344,13,0.3572419681701362,10,0,3,1
30,181822,440,95283,18,0.5770533417135443,1,1,1,0
45,36566,614,77255,8,0.3422655927897462,13,1,0,0
22,158262,743,86899,29,0.08387373855201208,6,0,3,1
30,58333,618,33718,29,0.9928039781860144,10,0,0,0
34,141929,740,99337,20,0.1271824536325109,3,0,0,1
67,109571,391,42841,11,0.07234838383605735,6,1,1,1
57,140263,478,78548,4,0.8785307492071559,15,1,3,0
62,152661,355,88565,10,0.3018346608928951,5,1,2,0
49,45235,454,51660,19,0.6502969740735076,5,1,3,0
46,20159,410,55281,2,0.32900572966223285,1,0,2,0
68,163217,436,5767,20,0.39145427079447115,7,0,2,0
20,182993,531,8895,14,0.2621129720167965,6,0,1,0
57,124859,767,63026,13,0.3430440057930102,13,0,2,1
51,167309,780,47968,10,0.4107004005865431,8,1,3,1
57,127507,367,45097,19,0.7204160690923429,14,1,3,0
44,159316,548,20332,7,0.5115361942347918,17,0,0,0
30,34743,622,19621,3,0.9435652171569769,11,1,2,0
62,66101,817,81870,26,0.04188039383877551,18,0,1,1
50,141534,731,23174,11,0.5030683226320282,12,1,1,1
23,104227,786,45502,7,0.5842247888317181,6,1,3,1
41,91126,728,41674,5,0.9201969860742739,9,1,2,0
36,76071,568,42260,14,0.049158523621427586,9,1,1,1
33,94763,836,47498,29,0.573499584935216,1,1,2,1
57,163309,447,72609,11,0.853629928527957,13,1,2,0
45,166721,417,54464,15,0.24192772811923657,12,0,0,1
50,188785,666,76805,15,0.8762923485239374,5,1,1,1
65,196481,365,69919,26,0.019043409274291823,8,0,0,1
58,199838,669,59469,20,0.7324546291337297,12,0,1,1
30,66154,474,22194,19,0.933113221168653,8,0,2,0
60,27016,794,31811,19,0.6571976616400622,12,0,1,1
62,199760,413,77377,27,0.43902924398044796,4,0,3,0
42,109678,410,48723,3,0.04488101647271803,13,0,2,0
59,132056,738,80235,10,0.9201138133226288,4,1,1,0
53,74238,446,81298,12,0.4702962226915748,8,1,0,0
44,78608,334,64238,28,0.02899674433594801,7,1,0,1
55,109081,608,7147,8,0.6898210713287619,6,0,2,1
24,182969,837,43445,3,0.4818372535762582,7,0,0,1
22,70961,313,58803,11,0.12434531744241073,2,0,2,0
60,195829,673,66108,8,0.21427180931025958,14,1,2,1
62,46917,727,7013,12,0.06449068045584627,7,1,2,1
68,173808,532,90617,15,0.5742935397085736,0,1,1,1
48,47990,739,87410,25,0.6220294792520092,6,0,2,0
40,82551,801,58502,5,0.5057422983554444,18,0,0,1
59,173512,574,42755,9,0.8171021330026149,1,0,3,0
27,186277,375,13733,12,0.8610088213080136,13,1,1,0
49,100811,738,14479,6,0.6156243966831266,17,0,0,1
60,75103,588,80361,27,0.012756479707430546,14,0,2,0
47,192699,839,26304,25,0.6952296557477357,13,0,2,1
56,126122,552,40694,18,0.4179992169203516,18,0,3,1
48,39008,425,86171,23,0.565557483226387,18,1,0,0
35,52402,476,91296,18,0.6490806020188844,16,1,1,0
53,156865,336,14490,16,0.35023661432707676,18,0,0,0
19,156643,709,26252,12,0.9170985051717943,15,0,2,1
31,167281,426,11862,12,0.1339748667497812,19,1,1,1
30,133550,782,74959,25,0.6715118072810374,18,1,2,1
46,194220,467,15450,27,0.004359579956580428,0,0,2,1
29,111218,593,61022,20,0.9246511054051808,18,1,0,0
56,153296,642,66991,1,0.1125041332380915,6,1,3,1
19,199767,609,45927,9,0.09488423014757463,10,0,2,1
49,140779,827,93090,29,0.33300763305224423,4,1,0,1
30,149714,839,54853,21,0.3735662860390806,16,1,1,1
63,52441,718,36826,12,0.21430007232287862,10,1,3,1
44,190201,743,47879,25,0.5851216609271247,7,1,2,1
66,82368,535,62265,8,0.4429140980419636,9,0,2,0
58,112122,738,77361,0,0.03417558904108742,11,1,1,1
34,64760,513,82990,13,0.31965206225530063,9,1,0,1
57,43478,384,94787,28,0.8104329135731705,12,0,2,0
48,147881,384,91184,15,0.6897015348618686,17,1,1,0
51,91854,788,45736,19,0.7248708535798805,9,0,2,0
41,114230,364,29530,14,0.6981169240835235,18,0,0,0
62,105716,363,83052,0,0.3109730213830333,19,1,3,0
52,163252,642,52058,16,0.09966392207677588,16,1,0,1
65,118538,651,79094,23,0.272467184033096,19,1,0,1
23,35372,457,79255,29,0.8317853001851593,15,1,0,0
36,49796,790,9886,29,0.9804707977830711,4,1,1,0
47,118826,762,98721,12,0.49384701474156134,2,0,2,1
24,140592,524,42387,29,0.00970035492304222,14,1,3,1
27,113635,612,26575,26,0.14004481213422904,1,0,1,1
58,131022,765,44643,14,0.32208057531626577,12,1,0,1
49,74040,387,15100,15,0.5785853485929497,7,0,3,0
51,95357,602,65356,15,0.07509364580531397,16,1,0,1
45,98356,734,12856,1,0.9433572987098816,3,1,0,1
32,36211,434,43169,16,0.3650836732844007,18,1,0,0
47,125426,349,33804,10,0.912584217924823,8,1,3,0
54,25842,731,40790,7,0.7805218027570218,14,1,2,0
46,86852,639,35988,19,0.7554372725155811,8,0,0,0
39,145737,646,81448,2,0.606719579782232,8,1,2,1
21,65968,646,43506,28,0.6267838170518446,13,1,3,1
37,37508,544,92904,11,0.6380032352162481,15,1,3,0
49,173077,408,72306,19,0.6287213870255821,16,0,0,0
53,74575,832,17305,15,0.5537282313983612,12,1,2,0
67,170043,389,14969,13,0.9864140184828889,8,0,2,0
21,176671,595,17404,15,0.7322905674256961,14,1,0,1
44,86914,411,13989,26,0.7769463883925212,6,0,1,0
34,87055,476,70305,20,0.8724628150836742,0,1,1,0
29,107697,642,40983,16,0.21563976272584917,0,1,3,1
39,126239,400,44462,29,0.08380415909506078,4,0,3,1
34,143106,700,24360,10,0.48289443659859865,8,1,1,1
27,25355,327,90657,16,0.5140806956192732,11,0,1,0
18,74120,836,31287,18,0.8291817799499177,5,1,1,1
39,58342,357,70472,21,0.4437835792823357,12,1,0,0
43,22257,797,66313,0,0.5708530255443127,7,0,0,1
35,47364,596,39160,29,0.5270709385134583,14,1,0,0
67,176044,433,11789,26,0.03820278375739106,5,0,0,1
31,131715,630,32181,11,0.615214896596914,5,0,0,1
64,46654,548,19385,14,0.8280432857742522,3,1,0,0
46,101423,849,87597,17,0.15750054807580383,10,1,3,1
29,49320,374,70641,27,0.5943317339265958,17,1,2,0
53,40808,467,49247,29,0.5936105444464144,2,0,3,0
52,72389,802,91673,22,0.16418496405635874,2,0,2,1
69,138581,654,10544,13,0.12346357373073602,11,1,3,1
29,147927,524,18275,29,0.9800519429764848,5,0,3,0
24,54773,830,68248,0,0.39371916965303755,5,0,0,1
46,178819,445,39550,12,0.22742172872352928,7,0,0,1
28,96396,540,58693,29,0.17132454445437495,14,0,2,1
